timestamp,dc_power,dc_voltage,dc_current,ac_power,ac_voltage,ac_current,device_temp,todays_energy,current_state,condition_status,fault_status
0.0,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.016666666666666666,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.03333333333333333,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.05,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.06666666666666667,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.08333333333333333,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.1,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.11666666666666667,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.13333333333333333,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.15,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.16666666666666666,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.18333333333333332,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.2,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.21666666666666667,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.23333333333333334,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.25,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.26666666666666666,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.2833333333333333,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.3,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.31666666666666665,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.3333333333333333,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.35,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.36666666666666664,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.38333333333333336,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.4,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.4166666666666667,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.43333333333333335,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.45,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.4666666666666667,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.48333333333333334,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.5,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.5166666666666667,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.5333333333333333,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.55,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.5666666666666667,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.5833333333333334,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.6,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.6166666666666667,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.6333333333333333,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.65,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
0.6666666666666666,0,0,0,0,0,0,35,0,OFF,NO CONDITION,NO FAULT
